"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","uniprot_id","symbol"
"ENSG00000002549",850.297669370585,-0.771816459707582,0.0677189420876823,-11.3973496323708,4.31042213397791e-30,5.09043405537391e-29,"P28838","LAP3"
"ENSG00000002586",991.185769920505,1.31931548318285,0.0705959072543109,18.6882715230249,6.1679125103124e-78,3.19635834498229e-76,"P14209","CD99"
"ENSG00000002587",25.2899790598207,-1.20630926882006,0.392286171103887,-3.07507467170084,0.00210449856981814,0.00501324654267868,"A0A024R9R4","HS3ST1"
"ENSG00000002726",6.49960753011537,0.733734886465974,0.749101113727051,0.979487111980618,0.327339353542274,0.446150311255022,"P19801","AOC1"
"ENSG00000002745",2.77680989537088,0.0241054507762888,1.15920259541187,0.0207948557669714,0.983409301356343,0.989312269065633,"E9PH60","WNT16"
"ENSG00000002746",19.7009708130626,0.178739526828318,0.441277393371274,0.405050268863271,0.685440560716808,0.774044054778691,"Q76N89","HECW1"
"ENSG00000002822",602.970353619274,0.735685603908754,0.0814226333139319,9.03539438564037,1.63412103820517e-19,1.19962454966842e-18,"Q9Y6D9","MAD1L1"
"ENSG00000002834",1722.42415545889,1.18592217346122,0.0568638006055393,20.8554855783891,1.35911692344661e-96,1.04616586377742e-94,"B4DIC4","LASP1"
"ENSG00000002919",545.043469016747,0.387484045912113,0.0859281605352743,4.5093953309177,6.50126605874948e-06,2.05940238919985e-05,"Q9Y5W9","SNX11"
"ENSG00000002933",7.39319517932233,-0.967953347116351,0.700863978239458,-1.3810858842365,0.167252555242571,0.260519750374873,"A0A090N8H6","TMEM176A"
"ENSG00000003056",1745.31475844326,0.462912367305401,0.0504763621132678,9.1708742057646,4.69198353073079e-20,3.53785139804401e-19,"F5GX30","M6PR"
"ENSG00000003096",295.588184154991,-0.801906029177499,0.121611892395293,-6.59397706410937,4.28197889364663e-11,1.9883561256782e-10,"A0A0C4DG99","KLHL13"
"ENSG00000003137",475.810414931975,-0.733267468652834,0.0947386480876245,-7.73989795563295,9.94966377461004e-15,5.75852325882463e-14,"Q9NR63","CYP26B1"
"ENSG00000003147",274.105327557169,-0.784927344234392,0.123148411472369,-6.37383247457078,1.84361971744891e-10,8.2434394594201e-10,"A0A024RA29","ICA1"
"ENSG00000003249",1232.22959879099,0.34398412199395,0.0627605051384303,5.48090110548389,4.23164982645857e-08,1.61469589938709e-07,"Q9H9R9","DBNDD1"
"ENSG00000003393",1263.91383683621,0.0871839759500821,0.0595801132225316,1.46330665107081,0.143383488618889,0.228907932681594,"Q96Q42","ALS2"
"ENSG00000003400",4.24882515017009,0.515503974042794,0.897008852517411,0.574692181237741,0.565499496296961,0.676110224993346,"Q92851","CASP10"
"ENSG00000003402",818.248683908339,0.47925180095847,0.0704573773956634,6.80201021771168,1.03169279310197e-11,4.99281843002102e-11,"A0A024R3Z7","CFLAR"
"ENSG00000003436",10.8933586907613,-2.12782496576174,0.625721274738133,-3.40059552338578,0.00067239238558985,0.00171091896886764,"P10646","TFPI"
"ENSG00000003509",393.825827389221,-0.0531361993084132,0.0969570017619715,-0.548038804240895,0.583665258526364,0.692607900182611,"Q7L592","NDUFAF7"
"ENSG00000003756",1475.62770453355,-0.0591850766271706,0.0579453924478079,-1.02139400782348,0.307067803168737,0.4238009144189,"A0A024R2U6","RBM5"
"ENSG00000003987",568.021274029201,-0.733181281266963,0.0829413721699381,-8.83975345578744,9.59300522901829e-19,6.79126143100453e-18,"B7Z9Q7","MTMR7"
"ENSG00000003989",1002.68413049225,-0.477776138556374,0.0649057958332735,-7.36107049336025,1.82441184033343e-13,9.82065517059664e-13,"P52569","SLC7A2"
"ENSG00000004059",1657.5561822296,0.330285855611608,0.0509405692634778,6.48374881527695,8.94711323442353e-11,4.07378097962741e-10,"A4D0Z3","ARF5"
"ENSG00000004139",781.558998354035,-0.0705001485356578,0.0763739698597151,-0.92309131848395,0.355959618438527,0.477050041350904,"Q05B42","SARM1"
"ENSG00000004142",2128.56529321276,0.254468692521853,0.0496675781147985,5.12343670016867,3.00016395716701e-07,1.06435782122525e-06,"B4DEM9","POLDIP2"
"ENSG00000004399",2492.92536060078,0.570930687839555,0.0447440798874415,12.7599157089785,2.74497951454617e-37,4.33890373968165e-36,"Q9Y4D7","PLXND1"
"ENSG00000004455",2998.14228414185,-0.0178929266141081,0.044548584528559,-0.401649722509979,0.687941831072947,0.776238046606733,"P54819","AK2"
"ENSG00000004468",2.75888652156915,1.51022080780456,1.26783092037501,1.19118471046427,0.233581080448694,0.341378842976256,"B4E006","CD38"
"ENSG00000004478",3319.16624601965,0.137957998988048,0.0395003075596865,3.49258037496513,0.000478377605365087,0.00123939712667278,"Q02790","FKBP4"
"ENSG00000004487",3748.43504139731,-0.613611206955052,0.0399520555931835,-15.3586892550216,3.09774402043965e-53,8.33744748826985e-52,"O60341","KDM1A"
"ENSG00000004534",1692.59552180439,0.427244765807284,0.0530418175843088,8.05486661779996,7.95655252901498e-16,4.8760708717104e-15,"A8K6Q4","RBM6"
"ENSG00000004660",816.67505601639,0.913887261974804,0.0736906238056933,12.4016762890288,2.55913273641237e-35,3.74225654048024e-34,"Q8N5S9","CAMKK1"
"ENSG00000004700",1122.65398395658,-0.229606510440049,0.0619496258308964,-3.70634216688902,0.000210274174199878,0.000568404142131929,"A0A024RAV2","RECQL"
"ENSG00000004766",370.869183510695,-0.497714949048683,0.119744390575192,-4.15647820042265,3.23190994283235e-05,9.56339392174696e-05,"Q96JG6","VPS50"
"ENSG00000004776",5.22029805701405,0.578775705058663,0.832060658752903,0.695593162553959,0.486683649365668,0.605848460104309,"O14558","HSPB6"
"ENSG00000004777",433.109940661829,0.872488695812538,0.107256588987008,8.13459297981426,4.13324645946527e-16,2.5676326783287e-15,"O14559","ARHGAP33"
"ENSG00000004779",1597.86152663026,0.085574175508928,0.0547898367874165,1.56186220887925,0.118320452904427,0.194445433078821,"O14561","NDUFAB1"
"ENSG00000004799",40.1415597170355,0.372102878628923,0.300751520289928,1.23724354999174,0.215996677975031,0.320536140242902,"A4D1H4","PDK4"
"ENSG00000004838",50.704483290941,0.461341700700778,0.262907617351675,1.75476734127361,0.0792991119802281,0.137474795529784,"O75800","ZMYND10"
"ENSG00000004848",7.99192420713327,-0.287315774608236,0.657495211117087,-0.436985349475147,0.662121972972623,0.756166844351249,"Q96QS3","ARX"
"ENSG00000004864",1267.65577184885,-0.232603272109438,0.057600399781458,-4.03822322400468,5.38575902630707e-05,0.000155606885377995,"Q9UJS0","SLC25A13"
"ENSG00000004866",669.260812689664,-0.315866494519762,0.07820657000497,-4.03887415724393,5.37083685034285e-05,0.000155251676587709,"Q9NRC1","ST7"
"ENSG00000004897",2792.93678573809,-0.449332830565541,0.0440207132870319,-10.2073046303389,1.83902495576762e-24,1.68965780442242e-23,"P30260","CDC27"
"ENSG00000004939",4.11757004120228,-0.0430193353464159,0.973571066926742,-0.0441871547006983,0.964755221117265,0.976490796685745,"P02730","SLC4A1"
"ENSG00000004961",1287.97196964028,0.0330251124729767,0.0592328421009417,0.557547321749258,0.577153536620834,0.686846715208085,"A0A024RBY9","HCCS"
"ENSG00000004975",1359.5502857656,0.982246534162409,0.0563884767753529,17.4192776668822,5.89162193228478e-68,2.36777071227588e-66,"O14641","DVL2"
"ENSG00000005007",2367.17796028678,0.307906769895012,0.0442491259981104,6.95848252252848,3.43957401746272e-12,1.71225139259873e-11,"A0A024R7L8","UPF1"
"ENSG00000005020",1260.13021968556,-0.520905009965006,0.0646216248136768,-8.06084668200356,7.5767810124132e-16,4.65056914556718e-15,"B7Z5R3","SKAP2"
"ENSG00000005022",12310.5026251786,-0.0352846587613783,0.0380753124676206,-0.926707004476575,0.354078679778301,0.475073267930461,"P05141","SLC25A5"
"ENSG00000005059",701.386004141145,-0.352546012825544,0.0762436304056586,-4.62394053050468,3.76517855082153e-06,1.21800047001319e-05,"Q9NWR8","MCUB"
"ENSG00000005073",293.977970637891,-0.0406252995069208,0.110625377413394,-0.367233092955776,0.713445156558801,0.797512890001941,"P31270","HOXA11"
"ENSG00000005075",582.172000138236,0.970520552583692,0.0929394825318976,10.4425000671873,1.58578407809836e-25,1.53643556988693e-24,"P52435","POLR2J"
"ENSG00000005100",1231.67414855228,-0.227940333752041,0.059780287309868,-3.81296818749841,0.000137307791960365,0.000378702197924299,"B4DIS6","DHX33"
"ENSG00000005108",117.081125269164,0.28545362269864,0.178885731513878,1.59573164546382,0.110548720138186,0.183331078388267,"Q9UPZ6","THSD7A"
"ENSG00000005156",835.404185581906,-0.272959427846107,0.0755596099069956,-3.61250446081029,0.000303253888207528,0.000805733374435809,"P49916","LIG3"
"ENSG00000005175",1795.28022496004,-0.454431540911816,0.0509400033192355,-8.92091698667437,4.62443144425167e-19,3.33069001704088e-18,"Q9H6T3","RPAP3"
"ENSG00000005187",11.5872268779931,0.459499408248815,0.571465850645388,0.804071507912288,0.421355678416627,0.542973935907041,"Q53FZ2","ACSM3"
"ENSG00000005189",696.718076618159,-0.454205004047058,0.080020389108615,-5.67611591378975,1.37787429985922e-08,5.43128399999553e-08,"Q96IC2","REXO5"
"ENSG00000005194",1259.21775747671,-0.339234347566114,0.0576702879643915,-5.88230715573285,4.04586610599321e-09,1.65755655254379e-08,"Q6FI81","CIAPIN1"
"ENSG00000005206",699.731521752929,0.717989853756005,0.0841266169113005,8.53463362865314,1.40600247802398e-17,9.38831437077836e-17,"Q8TCT7","SPPL2B"
"ENSG00000005238",266.095120681427,0.670681149335365,0.12005333192657,5.58652674251127,2.31655889686432e-08,8.97125586558516e-08,"Q7L5A3","ATOSB"
"ENSG00000005243",154.067885752742,0.950156281100275,0.163992913886246,5.79388620266456,6.87760690057389e-09,2.76967840264931e-08,"Q9P299","COPZ2"
"ENSG00000005249",1175.68382878171,-0.941753516012341,0.0635711556378315,-14.8141638540845,1.18656578843325e-49,2.84378662743064e-48,"A0A024R712","PRKAR2B"
"ENSG00000005302",1213.09361713583,0.0390523216178454,0.0615764796612601,0.634208415821708,0.525944816004651,0.64061656342487,"Q8N5Y2","MSL3"
"ENSG00000005339",2682.32669928258,0.299032648069425,0.046589058397105,6.4185166723182,1.37608539179429e-10,6.20577746058987e-10,"Q92793","CREBBP"
"ENSG00000005379",308.46850559167,-0.2493363006931,0.112326959454127,-2.21973693496908,0.0264366300855114,0.0521167936556871,"A7E2C5","TSPOAP1"
"ENSG00000005421",120.638656004657,-1.98434094989687,0.195409898009087,-10.154761709177,3.15580155520593e-24,2.86385355418861e-23,"P27169","PON1"
"ENSG00000005436",856.368430558317,-0.968434681541846,0.0696995587135374,-13.8944162548012,6.84795251822196e-44,1.35644564927161e-42,"A4UHR0","GCFC2"
"ENSG00000005448",794.525662786843,0.0774303884057169,0.0687900249623354,1.12560488890813,0.260332797817749,0.372144718724289,"Q9H977","WDR54"
"ENSG00000005469",538.11072865564,-0.202399410890652,0.0845074368388496,-2.39504851243584,0.0166181663710854,0.0341422265271361,"Q9UKG9","CROT"
"ENSG00000005471",107.648970754619,-0.913747801775678,0.185190840985053,-4.93408743604889,8.05263626278608e-07,2.75705371668934e-06,"P21439","ABCB4"
"ENSG00000005483",1633.41755543533,-0.334525873294141,0.0531169483353629,-6.29791213121008,3.01681432373402e-10,1.3292996323729e-09,"Q8IZD2","KMT2E"
"ENSG00000005486",1682.63740275123,0.161136237073645,0.0550709382654634,2.9259758803619,0.00343377558342139,0.00792680702028725,"Q6NTF9","RHBDD2"
"ENSG00000005513",4.02094082246991,-0.417732047776741,0.946169291353361,-0.441498209246714,0.658852357647607,0.753790564660501,"P57073","SOX8"
"ENSG00000005700",1169.12453160889,-0.678835996082448,0.0674523614007645,-10.0639322624924,7.97479444371707e-24,7.14375919255035e-23,"B7ZLE0","IBTK"
"ENSG00000005801",1479.52608962423,-1.04324037608005,0.0599159005124904,-17.4117449150677,6.7204006915503e-68,2.6916913346106e-66,"O14628","ZNF195"
"ENSG00000005810",2778.73858069002,-0.455289383988195,0.0460392827191905,-9.88915024513224,4.63949226210361e-23,4.01302495043084e-22,"O75592","MYCBP2"
"ENSG00000005812",786.968385138425,-0.266577963918348,0.0733121858758045,-3.63620264126277,0.000276686702762484,0.000738633469609157,"Q9UKT7","FBXL3"
"ENSG00000005882",262.499105146441,0.445538512488308,0.119877623847858,3.71661114215745,0.00020191284158483,0.000546928285131947,"Q15119","PDK2"
"ENSG00000005884",911.958364957922,0.822081300515351,0.0671706669547835,12.2386949212331,1.93112781445691e-34,2.71310828676761e-33,"A0A140VJM0","ITGA3"
"ENSG00000005889",2105.67835616377,-0.36391548160318,0.0464996507199823,-7.82619817500681,5.02844482917093e-15,2.95369574342874e-14,"A0A024RC04","ZFX"
"ENSG00000005893",3681.86681954049,0.0398953074649991,0.0435529000203923,0.916019540520134,0.359656646092155,0.480878477073877,"P13473","LAMP2"
"ENSG00000005961",29.6969669629917,-1.37019998486735,0.376402561915965,-3.64025148472093,0.000272371883326227,0.000727937115458275,"P08514","ITGA2B"
"ENSG00000005981",45.8065116928201,2.04855346749418,0.319847211957551,6.40478763268399,1.50578825483423e-10,6.7674557341171e-10,"Q9Y574","ASB4"
"ENSG00000006007",1467.16539054813,-0.238451016245381,0.0528379650951018,-4.51287281439016,6.39553776500899e-06,2.02726965694068e-05,"A0A024QYU1","GDE1"
"ENSG00000006015",570.616156519648,1.02077625165551,0.0885866006034766,11.5229193207743,1.01125686577398e-30,1.22172857848184e-29,"Q96EN9","REX1BD"
"ENSG00000006016",228.742774687567,1.30395827526911,0.134977349837689,9.66057102793269,4.43385542555129e-22,3.67636623021763e-21,"O75462","CRLF1"
"ENSG00000006025",347.243815103301,0.768728540238816,0.108787609579342,7.06632440230392,1.59091262190168e-12,8.09884880830645e-12,"Q8WXP9","OSBPL7"
"ENSG00000006042",873.508644530745,-0.279419180569247,0.069913755382628,-3.99662668726669,6.42515033810848e-05,0.000184218305799371,"Q9Y2Y6","TMEM98"
"ENSG00000006047",573.339552700286,0.526734682719072,0.100180442170181,5.25785943152741,1.45741850142144e-07,5.3206019785401e-07,"Q9Y2T7","YBX2"
"ENSG00000006062",254.752439052278,0.823209960954326,0.124871394798067,6.59246228718407,4.32591094132319e-11,2.00717850882404e-10,"Q68D39","MAP3K14"
"ENSG00000006071",12.8353354917484,2.66277713958948,0.647988867703812,4.1092945763485,3.96869567374582e-05,0.000116285489728813,"Q09428","ABCC8"
"ENSG00000006118",2156.94213145087,0.549639926535541,0.046134174529887,11.9139430180867,1.00127877155288e-32,1.30797228582455e-31,"Q24JP5","TMEM132A"
"ENSG00000006125",8193.10123067934,-0.158625906836718,0.0298939413965444,-5.30628948296041,1.11879233411599e-07,4.11425173474867e-07,"A0A140VJE8","AP2B1"
"ENSG00000006194",979.3702847754,0.528801166767461,0.0656367044850645,8.05648563431135,7.85192182324398e-16,4.81444640905756e-15,"O14978","ZNF263"
"ENSG00000006210",550.416045876291,2.07833343827908,0.0943278382554343,22.033086697599,1.38786168731075e-107,1.33319347694473e-105,"A0N0N7","CX3CL1"
"ENSG00000006282",1311.53275313031,0.936734180082586,0.0585189314028659,16.0073698822995,1.13507547819808e-57,3.43884213144855e-56,"Q8TB22","SPATA20"
"ENSG00000006283",76.9843299533374,0.859879616281825,0.219998297392615,3.90857395931233,9.28425258207232e-05,0.000260782328262155,"O43497","CACNA1G"
"ENSG00000006327",437.428473960029,3.02614313154877,0.117545801591818,25.7443744529231,3.72663223471031e-146,6.62135686755183e-144,"Q9NP84","TNFRSF12A"
"ENSG00000006377",120.282027281864,0.338266804128727,0.173571847024252,1.94885754762673,0.0513124390296393,0.094436467812259,"P56179","DLX6"
"ENSG00000006432",1218.54769031149,0.0858253448389903,0.063727117518014,1.34676332747562,0.178056469229257,0.274471782410735,"P80192","MAP3K9"
"ENSG00000006451",2505.66437892923,-0.145162174141834,0.0463611897868382,-3.13111408074875,0.00174144498424386,0.00419962102486648,"P11233","RALA"
"ENSG00000006453",663.820055958893,-0.169442407879424,0.0796205648756096,-2.12812365931016,0.0333268321689796,0.064161253296459,"Q9UHR4","BAIAP2L1"
"ENSG00000006459",593.602648329474,-0.463384499208198,0.0805212293957945,-5.7548115284042,8.67385110272851e-09,3.46645992573275e-08,"Q6ZMT4","KDM7A"
"ENSG00000006468",1877.28307578843,-1.15593392477081,0.0496839356205283,-23.2657479793771,9.85603626039664e-120,1.21941357523263e-117,"P50549","ETV1"
"ENSG00000006530",898.436281216005,-0.180827535137529,0.073320998256535,-2.46624486078123,0.0136537961106155,0.0285546582877476,"A4D1U5","AGK"
"ENSG00000006534",122.648128253966,1.11276292419796,0.186514597232144,5.96609027234993,2.43005875786405e-09,1.01206765081222e-08,"A0A024R5D8","ALDH3B1"
"ENSG00000006576",2263.93010722107,-0.638438447013964,0.0459408512187421,-13.8969659916424,6.60837452103927e-44,1.31008807304261e-42,"Q8N3S3","PHTF2"
"ENSG00000006606",1.62199922563315,0.441505106708369,1.47924299967302,0.298466923153236,0.765346817779685,0.838242058349635,"Q9Y258","CCL26"
"ENSG00000006607",1393.49134159801,-0.0372712715958096,0.056984097839404,-0.65406443216579,0.513070295274325,0.629150752302816,"O94887","FARP2"
"ENSG00000006625",892.036463179176,-0.0595765815512317,0.076699603988833,-0.776752140205387,0.437305018310571,0.55832054069356,"O75223","GGCT"
"ENSG00000006634",1046.35185827362,-0.928033087949177,0.0662260024986969,-14.013122533969,1.29579929429965e-44,2.62616064524828e-43,"B4DXK0","DBF4"
"ENSG00000006638",66.9338030940604,0.653321138576736,0.230036340564752,2.84007795017429,0.00451025111738268,0.0102364333610133,"P21731","TBXA2R"
"ENSG00000006652",1451.42675581757,-0.289158355337709,0.0533688776144775,-5.41810823578699,6.02329503649517e-08,2.26903371604364e-07,"A4D0U1","IFRD1"
"ENSG00000006695",314.934726421959,-0.193378835766635,0.108060052204942,-1.78954971629924,0.0735263282813193,0.128885146770704,"Q12887","COX10"
"ENSG00000006704",602.710009005999,-0.213276302765359,0.0863491611665414,-2.46992906339893,0.0135139847211945,0.0282885085434092,"Q9UHL9","GTF2IRD1"
"ENSG00000006712",1257.53494246962,0.880771015212858,0.062535182649383,14.084407814895,4.7361220201699e-45,9.66487905514983e-44,"Q8N7H5","PAF1"
"ENSG00000006715",1897.41316483639,-0.389522539010881,0.0546758192430442,-7.12421952525998,1.04672101943749e-12,5.39831174385144e-12,"P49754","VPS41"
"ENSG00000006740",242.635844048291,-0.198771490530323,0.139669066929413,-1.42316043845828,0.154689651152119,0.244137523968191,"Q69Z00","ARHGAP44"
"ENSG00000006744",1611.48445884289,0.145284855611172,0.0509406556355241,2.85204133709374,0.0043439451257606,0.00988271563173667,"Q9BQ52","ELAC2"
"ENSG00000006747",35.019820644392,-2.64028312459611,0.374541534347429,-7.04937338710999,1.7972528319969e-12,9.125672899209e-12,"Q9Y6U3","SCIN"
"ENSG00000006756",133.996751851146,0.792268299840939,0.170750605851638,4.63991501458757,3.4855248818228e-06,1.13109638124629e-05,"A0A140VK06","ARSD"
"ENSG00000006757",336.703141271636,0.19371708917887,0.10762102772743,1.79999293139527,0.0718617543678764,0.126351571240125,"A0A024RBU8","PNPLA4"
"ENSG00000006831",2864.89119096868,0.0932327470365039,0.0422665463907922,2.20582836777066,0.0273960192515395,0.0538419270569801,"Q86V24","ADIPOR2"
"ENSG00000006837",24.4780779563387,0.583823153308494,0.393573014545083,1.4833922340517,0.137970229535575,0.221466570320973,"Q8IVW4","CDKL3"
"ENSG00000007047",752.430237345068,0.630029507844271,0.0799790696356965,7.87742981650132,3.34183780197601e-15,1.98220303962086e-14,"Q96L34","MARK4"
"ENSG00000007062",54.4414538313377,-6.84882834840109,0.863095179499378,-7.93519476307772,2.10165256551145e-15,1.25891385996454e-14,"A0A0A0N0M1","PROM1"
"ENSG00000007080",820.195964017897,1.57672926856082,0.0736389608409757,21.4116175806145,1.04134819882573e-101,8.82010727112931e-100,"A0A024R7M8","CCDC124"
"ENSG00000007168",4975.58666209127,-0.398344745294073,0.0352652097582384,-11.2956862592038,1.37823251619865e-29,1.59106070299415e-28,"P43034","PAFAH1B1"
"ENSG00000007171",338.818791981601,-0.347529094818467,0.104538668714959,-3.32440712217276,0.000886067416598579,0.00222255165286499,"P35228","NOS2"
"ENSG00000007174",53.6523070580582,-0.898726381559639,0.267688063858919,-3.35736442112451,0.000786893243650777,0.00198495668666861,"Q9NYC9","DNAH9"
"ENSG00000007202",5118.08466014725,0.0108633574117296,0.0378618374967253,0.286921029986174,0.774172787592262,0.843413265575249,"Q14667","BLTP2"
"ENSG00000007237",43.3472835164205,-0.649365939095389,0.298062207456695,-2.17862554476899,0.0293594969302057,0.057239029119519,"O60861","GAS7"
"ENSG00000007255",82.9661589365101,0.986984256355028,0.226297599095605,4.36144378154915,1.29206997219457e-05,3.97719232941642e-05,"B7TZ90","TRAPPC6A"
"ENSG00000007264",41.8398901154579,3.10289762863532,0.382656379612678,8.10883548257068,5.11071874627357e-16,3.16403968281873e-15,"P42679","MATK"
"ENSG00000007341",276.745696766362,-0.315977342146501,0.120728705166642,-2.61725114760699,0.00886410955193723,0.0192331074117922,"Q8TDW4","ST7L"
"ENSG00000007372",234.61123173103,0.0674145405958181,0.126487889258542,0.532972294746911,0.594052758878111,0.70193813415914,"P26367","PAX6"
"ENSG00000007376",640.485197966781,0.405789755566701,0.0803294146717834,5.05157117383104,4.38190595984292e-07,1.53065513284624e-06,"H3BUN6","RPUSD1"
"ENSG00000007384",16.5875851071583,0.717019386870772,0.479282809441337,1.49602567157905,0.134646965496616,0.217072072700951,"Q96CC6","RHBDF1"
"ENSG00000007392",1567.92497813982,0.0599877579674115,0.0528484865280133,1.13508942087895,0.256337853660762,0.36761256340924,"Q1W6G4","LUC7L"
"ENSG00000007402",347.228349037931,0.912165629589683,0.107331918502052,8.49854956773406,1.91974272919027e-17,1.27431012453638e-16,"Q9NY47","CACNA2D2"
"ENSG00000007516",165.219157349221,0.616472099803072,0.151978008236908,4.05632437847255,4.98510143166362e-05,0.000144614451180509,"O94812","BAIAP3"
"ENSG00000007520",639.118007400719,0.714844347973114,0.079784914987126,8.95964291104979,3.25731542631218e-19,2.35970634087011e-18,"Q9UJK0","TSR3"
"ENSG00000007541",641.778163092334,0.567436793995341,0.0921462014307313,6.15800526972235,7.36669052820988e-10,3.16053492868787e-09,"B2RAU6","PIGQ"
"ENSG00000007545",316.421898566231,0.423370191541436,0.114967910846058,3.68250747905063,0.00023095109018252,0.000621665931439018,"A7MD53","CRAMP1"
"ENSG00000007866",137.646282514696,0.739871491070891,0.165479221544522,4.47108394736935,7.7824140304494e-06,2.44816594719848e-05,"Q99594","TEAD3"
"ENSG00000007923",897.145118565693,0.170480839958553,0.0650732278973249,2.61983069638938,0.00879734303154705,0.0190970065385347,"Q9NVH1","DNAJC11"
"ENSG00000007944",509.048558333527,-0.152162059002264,0.0876605593605232,-1.73580981130252,0.0825974687308,0.142508925010382,"Q8WY64","MYLIP"
"ENSG00000007952",47.4404237068655,-1.09186467854937,0.287642506707518,-3.79590864732522,0.000147103663796282,0.000404304103183292,"A6NGA6","NOX1"
"ENSG00000007968",1049.98464393597,0.0435942112325833,0.0650407392912608,0.67026008172144,0.502692009229646,0.619777723480514,"Q14209","E2F2"
"ENSG00000008018",3250.0584454284,0.158393787557275,0.0404247578194859,3.91823714231193,8.9198929425834e-05,0.000251294694952537,"A0A140VK45","PSMB1"
"ENSG00000008056",1419.59345884715,0.446606938430289,0.0571932628584293,7.80873333867621,5.77655703577896e-15,3.38388248171772e-14,"P17600","SYN1"
"ENSG00000008083",613.349647388571,-0.250348120907719,0.0854183228639264,-2.93084800209119,0.00338038135351713,0.00781469299207233,"Q92833","JARID2"
"ENSG00000008086",815.400355080103,0.647781490154913,0.0709356397935543,9.13196091612293,6.72696033675087e-20,5.03371753381127e-19,"O76039","CDKL5"
"ENSG00000008118",1.87403006385996,4.2813304762621,1.68163787336402,2.54592890899724,0.0108987381574819,0.0232486081783224,"Q96NX5","CAMK1G"
"ENSG00000008128",34.6860869277668,0.716507026265649,0.323972404504703,2.21162980643695,0.0269922541778895,0.0531058162082847,"Q9UQ88","CDK11A"
"ENSG00000008130",1541.72542783947,0.265919886255254,0.0531898317533184,4.99944965963657,5.74941800705529e-07,1.98952257907049e-06,"A0A024R058","NADK"
"ENSG00000008226",21.6997626375815,1.46543827326071,0.422753056467951,3.46641674339214,0.000527445057056603,0.00135848001561903,"B1B5Y4","DLEC1"
"ENSG00000008256",973.448334246221,0.19668469642279,0.0658850510007613,2.98527045870417,0.00283327692722695,0.00662050500022743,"O43739","CYTH3"
"ENSG00000008277",1423.50854852378,-0.882536372063579,0.0557406315865579,-15.8329094404522,1.84489509860306e-56,5.40902184554453e-55,"Q9P0K1","ADAM22"
