"","High_1","High_2","Low_1","Low_2"
"ENSG00000005022",6304.64939966005,6743.64872992262,7384.32666673352,7065.23796248322
"ENSG00000005059",162.988630947905,193.930794425802,185.639497208385,194.61016199793
"ENSG00000005073",42.563909992765,58.9292469249673,52.9117407502159,73.1022943545523
"ENSG00000005075",482.737027966725,484.291265637913,503.10994170968,404.038356635296
"ENSG00000005100",673.755550861086,790.723349647743,1073.4805708137,990.832449156973
"ENSG00000005102",85.1278199855301,71.786537163142,16.1425649746421,15.8059014820654
"ENSG00000005156",528.415370397985,623.578576551472,712.963286380028,770.537697250687
"ENSG00000005175",378.922613350225,508.934405261081,607.139804879596,612.478682430033
"ENSG00000005187",5.190720730825,9.64296767863102,2.69042749577369,1.97573768525817
"ENSG00000005189",70.5938019392201,87.8581499608604,85.1968706995002,89.8960646792468
"ENSG00000005194",724.624614023171,815.366489270911,955.998570164918,843.639991605239
"ENSG00000005206",425.63909992765,365.361330934797,293.256597039332,285.494095519806
"ENSG00000005238",33.22061267728,35.3575481549804,20.6266108009316,42.4783602330507
"ENSG00000005243",155.72162192475,140.35875176674,151.560748928584,109.653441531828
"ENSG00000005302",232.54428874096,276.431740120756,225.099100479732,279.566882464031
"ENSG00000005339",933.291587402336,918.224811176309,979.315608461623,865.373106143079
"ENSG00000005436",149.49275704776,183.216385893989,177.568214721063,193.622293155301
"ENSG00000005448",239.811297764115,281.788944386662,292.359787874074,247.9550794999
"ENSG00000005469",483.77517211289,430.719222978852,356.033238607385,403.050487792667
"ENSG00000005483",836.744181808991,798.223435620012,513.871651692775,582.84261715116
"ENSG00000005486",637.420505745311,660.007565559634,696.820721405385,651.005567292567
"ENSG00000005700",463.01228918959,522.863136352437,440.333300141627,472.201306776703
"ENSG00000005801",280.29891946455,230.359783433963,243.932092950148,256.845899083562
"ENSG00000005810",1433.67706585387,1187.1564653248,1096.79760911041,1056.03179277049
"ENSG00000005812",386.18962237338,412.504728474771,404.460933531311,358.596389874358
"ENSG00000005882",184.78965801737,132.858665794472,101.339435674142,83.9688516234723
"ENSG00000005884",3938.71889055001,4038.26057564003,5160.23993689394,5009.48290097209
"ENSG00000005889",277.184487026055,271.07453585485,261.868276255306,301.299997001871
"ENSG00000005893",1508.42344437775,1480.73125909645,1255.53283136105,1318.80490490983
"ENSG00000006007",539.8349560058,510.005846114263,525.530170841127,572.96392872487
"ENSG00000006015",409.02879358901,325.718019367092,408.048170192343,323.033111539711
"ENSG00000006016",10.38144146165,6.42864511908734,8.07128248732107,7.90295074103268
"ENSG00000006025",557.483406490605,376.07573946661,154.251176424358,140.27737565333
"ENSG00000006047",11.419585607815,4.2857634127249,0,5.92721305577451
"ENSG00000006059",4.15257658466,6.42864511908734,1.79361833051579,2.96360652788726
"ENSG00000006062",373.7318926194,324.646578513911,428.674780993274,493.934421314543
"ENSG00000006118",1046.44929933432,1053.22635867714,683.368583926517,737.938025443927
"ENSG00000006125",5200.06402814049,5095.7726977299,5183.55697519064,5076.65798227087
"ENSG00000006194",250.192739225765,252.860041350769,267.249131246853,262.773112139337
"ENSG00000006282",487.92774869755,436.076427244758,418.809880175438,423.795733487878
"ENSG00000006327",936.406019840831,1278.2289378452,2570.25506762913,2520.0534175468
"ENSG00000006377",33.22061267728,40.7147524208865,8.96809165257896,8.89081958366177
"ENSG00000006432",455.745280166435,380.361502879335,514.768460858033,515.667535852383
"ENSG00000006451",1399.41830903042,1473.23117312418,1599.90755082009,1523.29375533405
"ENSG00000006453",772.379244746761,692.150791155071,727.312233024154,756.707533453879
"ENSG00000006459",98.6236938856751,60.0006877781485,20.6266108009316,20.7452456952108
"ENSG00000006530",463.01228918959,451.076599189295,504.006750874938,505.788847426092
"ENSG00000006534",197.24738777135,167.144773096271,107.617099830948,114.592785744974
"ENSG00000006555",252.269027518095,310.717847422555,191.020352199932,208.440325794737
"ENSG00000006576",533.60609112881,525.0060180588,521.942934180096,548.267207659142
"ENSG00000006606",7.26700902315501,7.50008597226857,0.896809165257896,9.87868842629085
"ENSG00000006607",405.914361150515,407.147524208865,411.635406853374,515.667535852383
"ENSG00000006625",1498.0420029161,1698.23375229224,1782.8566205327,1697.15867163677
"ENSG00000006634",404.87621700435,523.934577205619,523.736552510611,619.393764328437
"ENSG00000006652",425.63909992765,516.43449123335,790.088874592207,852.530811188901
"ENSG00000006695",333.244270918965,378.218621172972,391.008796052443,331.923931123373
"ENSG00000006704",309.36695555717,242.145632818957,256.487421263758,200.537375053704
"ENSG00000006712",385.151478227215,416.790491887496,552.434445798864,550.242945344401
"ENSG00000006715",824.286452055011,871.081413636335,802.644202905817,827.834090123174
"ENSG00000006740",24.91545950796,22.5002579168057,10.7617099830948,22.720983380469
"ENSG00000006744",1270.68843490596,1418.58768961194,1619.63735245576,1611.21408232804
"ENSG00000006747",11.419585607815,10.7144085318122,2.69042749577369,0.987868842629085
"ENSG00000006757",141.18760387844,117.858493849935,127.346901466621,121.507867643378
"ENSG00000006831",799.370992547051,832.509542921811,822.374004541491,811.040319798479
"ENSG00000007047",177.522648994215,168.216213949452,199.091634687253,158.059014820654
"ENSG00000007080",751.616361823461,725.365457603689,945.236860181823,916.742285959791
"ENSG00000007168",1521.91931827789,1563.23220479141,1530.85324509523,1566.75998440973
"ENSG00000007202",2681.5263295442,2991.46286208198,3238.37789574626,3239.22193498077
"ENSG00000007237",3.114432438495,3.21432255954367,3.58723666103159,0.987868842629085
"ENSG00000007255",44.640198285095,25.7145804763494,20.6266108009316,21.7331145378399
"ENSG00000007341",97.5855497395101,97.5011176394914,110.307527326721,101.750490790796
"ENSG00000007376",503.499910890025,543.220512562881,722.828187197864,822.894745910028
"ENSG00000007384",246.040162641105,217.502493195788,189.226733869416,165.961965561686
"ENSG00000007392",241.887586056445,236.78842855305,262.765085420564,271.663931722998
"ENSG00000007402",8.30515316932001,8.57152682544979,0.896809165257896,0
"ENSG00000007520",561.635983075265,625.721458257835,712.963286380028,651.993436135196
"ENSG00000007541",503.499910890025,501.434319288813,527.323789171643,538.388519232852
"ENSG00000007545",382.03704578872,377.147180319791,380.247086069348,349.705570290696
"ENSG00000007866",310.405099703335,281.788944386662,251.106566272211,253.882292555675
"ENSG00000007923",865.812217901611,971.79685383537,1202.62109061084,1174.57605388598
"ENSG00000007944",191.01852289436,152.144601151734,121.966046475074,93.8475400497631
"ENSG00000007968",821.172019616516,740.365629548226,531.807834997933,468.249831406187
"ENSG00000008018",1701.51825556444,1918.95056804757,1924.55246864345,2002.41014400916
"ENSG00000008056",13.495873900145,8.57152682544979,12.5553283136105,21.7331145378399
"ENSG00000008083",260.574180687415,229.288342580782,192.813970530448,196.585899683188
"ENSG00000008086",47.75463072359,27.8574621827118,30.4915116187685,21.7331145378399
"ENSG00000008128",389.304054811875,292.503352918474,381.143895234606,393.171799366376
"ENSG00000008130",702.823586953706,681.436382623258,689.646248083322,763.622615352283
"ENSG00000008256",697.632866222881,666.436210678721,916.53896689357,936.499662812373
"ENSG00000008277",2.07628829233,3.21432255954367,2.69042749577369,2.96360652788726
"ENSG00000008282",1737.85330068021,1845.02114917807,1518.29791678162,1597.38391853123
"ENSG00000008283",1020.4956956802,1052.15491782396,980.212417626881,1020.46851443585
"ENSG00000008294",1384.88429098411,1492.51710848144,1416.95848110748,1356.34392092973
"ENSG00000008300",120.42472095514,123.215698115841,90.5777256910475,85.9445893087304
"ENSG00000008311",28.029891946455,37.5004298613428,26.007465792479,28.6481964362435
"ENSG00000008323",101.73812632417,98.5725584926726,90.5777256910475,64.2114747708905
"ENSG00000008324",76.8226668162101,127.501461528566,130.934138127653,139.289506810701
"ENSG00000008382",150.530901193925,106.072644464941,111.204336491979,88.9081958366177
"ENSG00000008405",186.8659463097,211.073848076701,256.487421263758,244.991472972013
"ENSG00000008441",301.06180238785,343.932513871173,363.207711929448,333.899668808631
"ENSG00000008513",180.63708143271,158.573246270821,258.281039594274,259.809505611449
"ENSG00000008516",6.22886487699001,1.07144085318122,3.58723666103159,0
"ENSG00000008710",804.561713277876,625.721458257835,596.378094896501,564.073109141208
"ENSG00000008735",3.114432438495,4.2857634127249,4.48404582628948,4.93934421314543
"ENSG00000008838",1284.18430880611,1235.37130371795,1267.19135050941,1268.42359393575
"ENSG00000008853",329.091694334305,370.718535200704,500.419514213906,557.158027242804
"ENSG00000008869",399.685496273525,363.218449228435,281.598077890979,358.596389874358
"ENSG00000008952",1078.63176786544,1226.7997768925,1226.8349380728,1221.00588948955
"ENSG00000008988",2941.06236608545,3324.68096742134,3480.5163703659,3354.80258956837
"ENSG00000009307",4325.94665706956,4617.91007721108,5018.54408878319,4818.82421434468
"ENSG00000009335",1412.91418293057,1550.37491455323,1605.28840581163,1786.06686747339
"ENSG00000009413",311.4432438495,343.932513871173,393.699223548216,407.001963163183
"ENSG00000009724",12.45772975398,3.21432255954367,5.38085499154738,0.987868842629085
"ENSG00000009780",48.792774869755,100.715440199035,89.6809165257896,80.0173762529559
"ENSG00000009790",5.190720730825,4.2857634127249,0.896809165257896,0.987868842629085
"ENSG00000009830",348.81643311144,323.57513766073,359.620475268416,365.511471772762
"ENSG00000009844",695.556577930551,728.579780163232,753.319698816633,806.100975585334
"ENSG00000009950",12.45772975398,2.14288170636245,6.27766415680527,3.95147537051634
"ENSG00000009954",1867.62131895084,2064.66652408022,2195.38883655133,2167.38424072821
"ENSG00000010017",314.557676287995,368.575653494341,382.040704399864,395.147537051634
"ENSG00000010030",55.0216397467451,50.3577200995175,39.4596032713474,31.6118029641307
"ENSG00000010072",285.489640195375,325.718019367092,347.065146954806,330.936062280744
"ENSG00000010165",414.219514319835,454.290921748839,515.66527002329,553.206551872288
"ENSG00000010219",100.699982178005,94.2867950799477,112.101145657237,107.67770384657
"ENSG00000010244",1902.91821992045,2102.16695394156,2390.89323457755,2353.10358314248
"ENSG00000010256",1906.03265235894,1972.52261070663,2137.99304997482,1932.27145618249
"ENSG00000010270",415.257658466,454.290921748839,427.777971828017,481.092126360365
"ENSG00000010278",3580.55916012309,3242.18002172638,2329.91021134001,2380.7639107361
"ENSG00000010292",3457.02000672945,3405.03903140993,3111.9278034449,3133.51996881946
"ENSG00000010310",31.14432438495,5.35720426590612,6.27766415680527,10.8665572689199
"ENSG00000010318",53.98349560058,49.2862792463363,52.9117407502159,69.150818984036
"ENSG00000010322",337.396847503625,289.28903035893,308.502352848716,289.445570890322
"ENSG00000010361",30.106180238785,25.7145804763494,19.7298016356737,20.7452456952108
"ENSG00000010404",697.632866222881,723.222575897326,650.186644811975,725.095730489749
"ENSG00000010438",8.30515316932001,15.0001719445371,26.007465792479,21.7331145378399
"ENSG00000010539",95.5092614471801,91.072472520404,94.1649623520791,91.8718023645049
"ENSG00000010626",45.67834243126,51.4291609526988,23.3170382967053,43.4662290756798
"ENSG00000010704",174.40821655572,143.573074326284,112.101145657237,114.592785744974
"ENSG00000010803",124.5772975398,95.3582359331289,79.8160157079528,81.005245095585
"ENSG00000010818",60.2123604775701,76.0723005758669,75.3319698816633,90.8839335218759
"ENSG00000011007",876.193659363261,876.438617902241,1119.21783824185,1134.07343133819
"ENSG00000011009",803.523569131711,782.151822822294,841.206997011907,765.598353037541
"ENSG00000011021",325.97726189581,246.431396231682,255.5906120985,232.149178017835
"ENSG00000011028",439.134973827795,267.860213295306,223.305482149216,181.767867043752
"ENSG00000011052",18.68659463097,4.2857634127249,13.4521374788684,15.8059014820654
"ENSG00000011105",36.335045115775,32.1432255954367,23.3170382967053,23.708852223098
"ENSG00000011114",422.524667489155,372.861416907066,356.033238607385,381.317373254827
"ENSG00000011132",140.149459732275,139.287310913559,148.870321432811,125.459343013894
"ENSG00000011143",129.768018270625,123.215698115841,132.727756458169,122.495736486007
"ENSG00000011198",140.149459732275,137.144429207197,121.069237309816,137.313769125443
"ENSG00000011201",8.30515316932001,9.64296767863102,11.6585191483527,7.90295074103268
"ENSG00000011243",378.922613350225,376.07573946661,438.539681811111,405.026225477925
"ENSG00000011258",145.3401804631,132.858665794472,116.585191483527,122.495736486007
"ENSG00000011260",501.423622597695,673.93629665099,901.293211084186,888.094089523548
"ENSG00000011275",651.954523791621,656.79324300009,718.344141371575,776.464910306461
"ENSG00000011295",432.906108950805,426.433459566127,455.579055951011,453.43179876675
"ENSG00000011304",4942.60427989157,5205.05966475439,5819.39467335849,5835.34125341001
"ENSG00000011332",58.1360721852401,56.7863652186049,57.3957865765054,47.4177044461961
"ENSG00000011347",219.048414840815,139.287310913559,88.7841073605317,53.3449175019706
"ENSG00000011376",327.015406041975,411.43328762159,385.627941060895,441.577372655201
"ENSG00000011405",827.400884493506,772.508855143662,652.877072307749,701.386878266651
"ENSG00000011422",154.683477778585,178.930622481264,281.598077890979,283.518357834547
"ENSG00000011426",5432.60831688145,5887.56748823083,6143.14278201659,5976.60649790597
"ENSG00000011451",731.891623046326,696.436554567796,814.30272205417,817.955401696883
"ENSG00000011454",1161.68329955864,1075.72661659395,1055.54438750854,991.820317999602
"ENSG00000011478",96.5474055933451,82.5009456949542,112.101145657237,107.67770384657
"ENSG00000011485",965.474055933451,961.082445303558,993.664555105749,985.893104943827
"ENSG00000011523",160.912342655575,142.501633473103,111.204336491979,121.507867643378
"ENSG00000011566",235.658721179455,255.002923057131,199.091634687253,242.027866444126
"ENSG00000011638",275.108198733725,290.360471212112,191.91716136519,177.816391673235
"ENSG00000012048",920.833857648356,1038.22618673261,909.364493571507,957.244908507584
"ENSG00000012061",437.058685535465,371.789976053885,432.262017654306,408.977700848441
"ENSG00000012171",13.495873900145,12.8572902381747,15.2457558093842,18.7695080099526
"ENSG00000012174",262.650468979745,286.074707799387,284.288505386753,303.275734687129
"ENSG00000012211",369.57931603474,337.503868752086,346.168337789548,295.372783946097
"ENSG00000012232",941.596740571656,1059.65500379623,1207.10513643713,1395.8586746349
"ENSG00000012660",603.161748921866,710.365285659151,670.813255612906,731.022943545523
"ENSG00000012822",242.92573020261,178.930622481264,112.997954822495,100.762621948167
"ENSG00000012963",650.916379645456,741.437070401407,742.557988833538,726.083599332378
"ENSG00000012983",670.641118422591,720.008253337783,699.511148901159,707.314091322425
"ENSG00000013016",14.53401804631,6.42864511908734,11.6585191483527,10.8665572689199
"ENSG00000013275",726.700902315501,864.652768517248,973.934753470075,1002.68687526852
"ENSG00000013288",410.066937735175,352.504040696623,322.851299492843,309.202947742904
"ENSG00000013306",1526.07189486255,1599.66119379957,1650.12886407453,1628.00785265273
"ENSG00000013364",1285.22245295227,1141.084508638,527.323789171643,478.128519832477
"ENSG00000013374",710.090595976861,728.579780163232,663.638782290843,641.126878866276
"ENSG00000013375",249.1545950796,336.432427898904,273.526795403658,289.445570890322
"ENSG00000013392",37.37318926194,25.7145804763494,21.5234199661895,14.8180326394363
"ENSG00000013441",243.963874348775,216.431052342607,201.782062183027,235.112784545722
"ENSG00000013503",186.8659463097,245.3599553785,244.828902115406,316.118029641307
"ENSG00000013523",358.159730426925,417.861932740677,409.841788522859,438.613766127314
"ENSG00000013561",181.675225578875,243.217073672138,242.138474619632,249.930817185159
"ENSG00000013563",119.386576808975,127.501461528566,80.7128248732107,83.9688516234723
"ENSG00000013573",658.183388668611,662.150447265996,690.54305724858,677.678026043553
"ENSG00000013583",229.429856302465,276.431740120756,258.281039594274,266.724587509853
"ENSG00000013588",2400.18926593348,2327.16953310962,2233.95163065742,2435.0966970807
"ENSG00000013619",4.15257658466,2.14288170636245,1.79361833051579,7.90295074103268
"ENSG00000013810",1335.05337196819,1395.01599084195,1416.95848110748,1415.61605148748
"ENSG00000014123",445.363838704785,455.36236260202,437.642872645853,419.844258117361
"ENSG00000014138",593.818451606381,602.149759487848,710.272858884254,723.11999280449
"ENSG00000014164",229.429856302465,233.574105993507,244.828902115406,242.027866444126
"ENSG00000014216",7078.06678855298,6818.64958964531,6114.44488872834,6133.67764388399
"ENSG00000014257",85.1278199855301,83.5723865481355,27.8010841229948,20.7452456952108
"ENSG00000014641",1305.98533587557,1361.80132439334,1181.99447980991,1217.05441411903
"ENSG00000014824",351.930865549935,407.147524208865,323.748108658101,369.462947143278
"ENSG00000014914",165.064919240235,123.215698115841,77.1255882121791,71.1265566692941
"ENSG00000014919",419.41023505066,445.719394923389,413.42902518389,465.286224878299
"ENSG00000015133",2.07628829233,1.07144085318122,5.38085499154738,0.987868842629085
"ENSG00000015153",91.3566848625201,85.7152682544979,124.656473970848,90.8839335218759
"ENSG00000015171",495.194757720705,560.36356621378,589.203621574438,686.568845627214
"ENSG00000015285",10.38144146165,2.14288170636245,3.58723666103159,1.97573768525817
"ENSG00000015475",478.584451382065,546.434835122424,634.044079837333,572.96392872487
"ENSG00000015479",2837.24795146895,3136.10737726144,3442.85038542506,3406.17176938509
"ENSG00000015532",316.633964580325,303.217761450286,350.652383615837,287.469833205064
"ENSG00000015568",132.88245070912,7.50008597226857,189.226733869416,7.90295074103268
"ENSG00000015676",1367.23584049931,1442.15938838193,1534.44048175626,1417.59178917274
"ENSG00000016082",22.83917121563,15.0001719445371,17.9361833051579,27.6603275936144
"ENSG00000016402",40.487621700435,49.2862792463363,13.4521374788684,34.575409492018
"ENSG00000016602",6.22886487699001,3.21432255954367,2.69042749577369,0
"ENSG00000016864",226.31542386397,275.360299267575,261.868276255306,250.918686027788
"ENSG00000017260",1304.94719172941,1496.80287189417,2102.12068336451,2224.6806336007
"ENSG00000017483",1443.02036316935,1645.73315048636,2556.80293015026,2493.38095879581
"ENSG00000017797",447.440126997115,451.076599189295,455.579055951011,458.371142979896
"ENSG00000018189",127.691729978295,85.7152682544979,80.7128248732107,73.1022943545523
"ENSG00000018236",1008.03796592622,1001.79719772444,837.619760350875,904.887859848242
"ENSG00000018408",774.455533039091,891.438789846778,1239.39026638641,1318.80490490983
"ENSG00000018510",1168.95030858179,1284.65758296429,1277.9530604925,1289.16883963096
"ENSG00000018610",236.69686532562,274.288858414393,296.843833700364,287.469833205064
"ENSG00000018699",278.22263117222,382.504384585697,424.190735166985,383.293110940085
"ENSG00000019144",682.060704030406,690.007909448708,943.443241851307,888.094089523548
"ENSG00000019186",1.038144146165,4.2857634127249,26.9042749577369,15.8059014820654
"ENSG00000019485",142.225748024605,107.144085318122,130.934138127653,131.386556069668
"ENSG00000019549",317.67210872649,334.289546192542,512.078033362259,538.388519232852
"ENSG00000019995",237.735009471785,236.78842855305,237.654428793343,260.797374454079
"ENSG00000020129",456.7834243126,503.577200995175,599.965331557533,597.660649790597
"ENSG00000020256",524.262793813326,516.43449123335,500.419514213906,506.776716268721
"ENSG00000020426",327.015406041975,372.861416907066,454.682246785753,417.868520432103
"ENSG00000020577",37.37318926194,48.2148383931551,126.450092301363,128.422949541781
"ENSG00000020922",553.330829905946,555.006361947874,541.672735815769,546.291469973884
"ENSG00000021355",557.483406490605,562.506447920143,388.318368556669,451.456061081492
"ENSG00000021574",245.00201849494,274.288858414393,256.487421263758,206.464588109479
"ENSG00000021762",220.08655898698,174.64485906854,166.806504737969,153.119670607508
"ENSG00000021776",867.888506193941,880.724381314966,929.991104372438,930.572449756598
"ENSG00000021826",31.14432438495,21.4288170636245,17.9361833051579,12.8422949541781
"ENSG00000022277",1522.95746242406,1532.16042004915,1778.37257470641,1651.71670487583
"ENSG00000022556",1455.47809292333,1418.58768961194,1477.04469517976,1331.64719986401
"ENSG00000022567",30.106180238785,52.50060180588,54.7053590807317,33.5875406493889
"ENSG00000022840",1160.64515541247,1180.72782020571,1066.30609749164,1055.04392392786
"ENSG00000022976",130.80616241679,117.858493849935,130.934138127653,129.41081838441
"ENSG00000023041",349.854577257605,376.07573946661,418.809880175438,435.650159599427
"ENSG00000023171",8.30515316932001,3.21432255954367,0,0
"ENSG00000023191",1836.47699456589,1837.5210632058,1990.01953770727,1770.26096599132
"ENSG00000023228",1295.60389441392,1383.23014145696,1313.82542710282,1302.01113458513
"ENSG00000023287",932.253443256171,947.153714212202,798.160157079528,856.482286559417
"ENSG00000023318",735.006055484821,739.294188695045,770.359072956533,814.003926326366
"ENSG00000023330",386.18962237338,441.433631510664,482.483330908748,448.492454553605
"ENSG00000023445",52.945351454415,61.0721286313298,55.6021682459896,76.0659008824396
"ENSG00000023516",643.649370622301,651.436038734184,646.599408150943,716.204910906087
"ENSG00000023572",226.31542386397,255.002923057131,265.455512916337,249.930817185159
"ENSG00000023608",129.768018270625,171.430536508996,254.693802933243,259.809505611449
"ENSG00000023697",516.99578479017,534.648985737431,467.237575099364,425.771471173136
"ENSG00000023734",746.425641092636,985.725584926726,1143.43168570382,1102.46162837406
"ENSG00000023839",28.029891946455,33.2146664486179,32.2851299492843,42.4783602330507
"ENSG00000023892",318.710252872655,305.360643156649,235.860810462827,265.736718667224
"ENSG00000023909",565.788559659926,673.93629665099,790.985683757465,911.802941746646
"ENSG00000024048",583.43701014473,558.220684507418,541.672735815769,506.776716268721
"ENSG00000024422",1866.58317480467,1702.51951570496,1655.50971906608,1514.40293575039
"ENSG00000024526",456.7834243126,474.648297959282,463.650338438332,545.303601131255
"ENSG00000024862",110.04327949349,91.072472520404,67.2606873943422,88.9081958366177
"ENSG00000025156",123.539153393635,105.00120361176,123.75966480559,157.071145978025
"ENSG00000025293",558.52155063677,600.006877781485,558.712109955669,531.473437334448
"ENSG00000025423",5.190720730825,1.07144085318122,0.896809165257896,6.9150818984036
"ENSG00000025434",121.462865101305,102.858321905398,100.442626508884,73.1022943545523
"ENSG00000025708",173.370072409555,139.287310913559,95.9585806825949,102.738359633425
"ENSG00000025770",500.38547845153,573.220856451955,621.488751523722,581.854748308531
"ENSG00000025772",1296.64203856009,1455.0166786201,1813.34813215147,1733.70981881404
"ENSG00000025796",778.608109623751,826.080897802724,855.555943656033,968.111465776504
"ENSG00000025800",924.986434233016,1007.15440199035,947.927287677596,993.79605568486
"ENSG00000026036",187.904090455865,139.287310913559,158.735222250648,135.338031440185
"ENSG00000026103",75.7845226700451,106.072644464941,91.4745348563054,116.568523430232
"ENSG00000026297",246.040162641105,251.788600497588,236.757619628085,196.585899683188
"ENSG00000026508",7008.51113075992,7491.51444544312,9311.56956287274,9934.99695032071
"ENSG00000026559",13.495873900145,11.7858493849935,15.2457558093842,16.7937703246945
"ENSG00000026652",8.30515316932001,6.42864511908734,8.07128248732107,3.95147537051634
"ENSG00000026950",196.209243625185,196.073676132164,159.632031415906,138.301637968072
"ENSG00000027001",541.91124429813,497.148555876088,582.925957417633,577.903272938015
"ENSG00000027075",248.116450933435,231.431224287144,221.5118638187,201.525243896333
"ENSG00000027697",440.17311797396,415.719051034315,345.27152862429,386.256717467972
"ENSG00000027847",148.454612901595,146.787396885828,175.774596390548,182.755735886381
"ENSG00000028116",260.574180687415,248.574277938044,301.327879526653,313.15442311342
"ENSG00000028203",504.53805503619,503.577200995175,518.355697519064,536.412781547593
"ENSG00000028277",5.190720730825,2.14288170636245,7.17447332206317,3.95147537051634
"ENSG00000028310",414.219514319835,362.147008375254,392.802414382959,435.650159599427
"ENSG00000028528",1031.91528128801,943.939391652658,943.443241851307,879.203269939886
"ENSG00000028839",103.8144146165,140.35875176674,136.3149931192,131.386556069668
"ENSG00000029153",384.11333408105,477.862620518826,617.901514862691,628.284583912098
"ENSG00000029363",1837.51513871205,1920.02200890075,2230.36439399639,2160.46915882981
